ciudad,genero,area,salario,edad,antiguedad,nivel_educativo,estado_civil,hijos,turno,satisfaccion_laboral
Sabaneta,Femenino,Operativos,3077989.16,35,3,Secundaria,Unión Libre,1,Diurno,1.9
Medellín,Masculino,Administrativa,7593069.12,30,31,Técnico,Divorciado,0,Nocturno,3.0
Envigado,Masculino,Operativos,4159600.59,51,37,Secundaria,Casado,0,Mixto,9.3
Sabaneta,Masculino,Servicios Generales,2607070.86,48,9,Técnico,Soltero,1,Diurno,2.2
Estrella,Masculino,Servicios Generales,2821466.85,41,19,Secundaria,Soltero,4,Diurno,4.0
Envigado,Femenino,Operativos,5356073.52,23,5,Técnico,Viudo,2,Mixto,6.8
Estrella,Femenino,Operativos,4219096.92,46,24,Tecnólogo,Divorciado,3,Mixto,3.5
Itagüí,Femenino,Administrativa,6082779.42,54,13,Profesional,Viudo,0,Diurno,8.8
Itagüí,Femenino,Operativos,2311374.68,21,16,Posgrado,Soltero,1,Nocturno,5.0
Estrella,Masculino,Operativos,2746757.71,61,37,Profesional,Unión Libre,1,Diurno,7.6
Itagüí,Masculino,Servicios Generales,3128491.4,35,22,Secundaria,Divorciado,2,Nocturno,7.5
Envigado,Masculino,Operativos,2230650.46,55,0,Profesional,Casado,1,Nocturno,9.1
Medellín,Femenino,Servicios Generales,2902627.72,46,9,Secundaria,Soltero,2,Mixto,3.7
Bello,Femenino,Operativos,2371999.41,43,1,Secundaria,Soltero,1,Mixto,4.4
Itagüí,Masculino,Operativos,2532858.17,44,26,Técnico,Unión Libre,0,Diurno,4.0
Sabaneta,Femenino,Operativos,3397005.84,29,25,Tecnólogo,Unión Libre,1,Diurno,7.2
Envigado,No Binario,Operativos,5774928.04,39,32,Profesional,Divorciado,1,Mixto,6.9
Estrella,Femenino,Operativos,2543228.78,28,38,Profesional,Viudo,0,Diurno,9.2
Medellín,No Binario,Operativos,2278523.15,42,40,Secundaria,Unión Libre,1,Nocturno,9.7
Sabaneta,Masculino,Servicios Generales,2703384.45,39,26,Secundaria,Divorciado,0,Diurno,4.8
Bello,Masculino,Operativos,2025713.47,22,21,Secundaria,Unión Libre,1,Mixto,3.1
Bello,Masculino,Operativos,3710999.03,60,32,Secundaria,Unión Libre,3,Diurno,5.8
Bello,Femenino,Operativos,2772056.32,29,11,Secundaria,Divorciado,0,Mixto,7.3
Envigado,Femenino,Administrativa,6901187.91,31,33,Secundaria,Viudo,2,Mixto,6.0
Itagüí,No Binario,Administrativa,7333005.46,62,15,Tecnólogo,Soltero,3,Nocturno,9.8
Medellín,No Binario,Operativos,5083223.61,22,27,Profesional,Casado,2,Nocturno,9.5
Sabaneta,Masculino,Operativos,2336523.28,53,22,Primaria,Unión Libre,3,Nocturno,6.3
Bello,No Binario,Operativos,3219183.43,32,7,Profesional,Soltero,3,Diurno,2.8
Sabaneta,No Binario,Servicios Generales,3656329.5,23,23,Profesional,Viudo,4,Nocturno,1.0
Envigado,Masculino,Operativos,5062147.77,49,25,Profesional,Soltero,2,Nocturno,4.7
Medellín,No Binario,Administrativa,7957993.53,29,27,Técnico,Casado,2,Diurno,2.0
Bello,Femenino,Operativos,3873560.09,57,25,Tecnólogo,Divorciado,1,Mixto,3.4
Medellín,Masculino,Operativos,5891139.98,51,7,Profesional,Unión Libre,0,Nocturno,7.1
Estrella,No Binario,Operativos,2441767.69,54,0,Secundaria,Viudo,1,Nocturno,4.1
Estrella,Masculino,Operativos,4597195.84,31,14,Profesional,Casado,0,Mixto,4.8
Bello,Masculino,Servicios Generales,3580921.17,31,29,Técnico,Casado,2,Diurno,7.2
Medellín,Femenino,Operativos,4153326.39,33,32,Secundaria,Soltero,0,Nocturno,2.0
Medellín,Masculino,Operativos,2435638.79,45,32,Secundaria,Unión Libre,0,Diurno,3.7
Sabaneta,Masculino,Operativos,2728518.89,57,4,Posgrado,Soltero,1,Mixto,6.9
Estrella,Femenino,Operativos,5817701.69,48,17,Primaria,Unión Libre,1,Diurno,6.2
Sabaneta,Femenino,Operativos,5713941.56,46,12,Secundaria,Soltero,0,Diurno,7.0
Itagüí,Femenino,Operativos,2163903.33,60,27,Primaria,Divorciado,0,Mixto,2.7
Medellín,No Binario,Servicios Generales,2192991.87,42,7,Técnico,Viudo,0,Mixto,3.2
Medellín,Masculino,Servicios Generales,2593319.33,35,2,Secundaria,Viudo,0,Mixto,6.4
Sabaneta,Femenino,Operativos,2458392.07,59,0,Técnico,Viudo,0,Nocturno,7.6
Estrella,Femenino,Operativos,2172661.62,36,26,Secundaria,Unión Libre,2,Diurno,3.0
Itagüí,Masculino,Servicios Generales,3990885.28,30,25,Técnico,Casado,0,Mixto,9.7
Medellín,Femenino,Operativos,4053102.7,60,37,Tecnólogo,Casado,0,Nocturno,7.7
Medellín,Masculino,Operativos,2527520.45,34,5,Técnico,Soltero,3,Mixto,3.8
Envigado,Masculino,Operativos,5203030.85,19,12,Secundaria,Unión Libre,2,Mixto,2.8
Medellín,Femenino,Servicios Generales,3023550.93,36,30,Primaria,Divorciado,2,Diurno,2.3
Medellín,Femenino,Administrativa,6604889.09,56,2,Secundaria,Viudo,1,Diurno,3.7
Medellín,Femenino,Operativos,4459016.14,47,5,Tecnólogo,Unión Libre,0,Mixto,9.2
Itagüí,Masculino,Operativos,4088477.92,25,29,Secundaria,Viudo,3,Nocturno,4.4
Sabaneta,No Binario,Servicios Generales,3865818.92,28,9,Técnico,Unión Libre,0,Diurno,2.6
Medellín,Femenino,Operativos,2438468.87,27,27,Secundaria,Casado,1,Diurno,3.1
Envigado,Masculino,Operativos,4954814.73,49,33,Tecnólogo,Casado,0,Mixto,4.5
Estrella,No Binario,Operativos,5323110.64,37,13,Secundaria,Soltero,2,Mixto,9.5
Envigado,Masculino,Operativos,2322341.46,20,19,Secundaria,Unión Libre,1,Mixto,9.2
Bello,Femenino,Operativos,4212022.86,21,13,Profesional,Unión Libre,0,Mixto,7.9
Medellín,Masculino,Operativos,4068127.15,33,34,Técnico,Viudo,4,Mixto,9.7
Sabaneta,No Binario,Operativos,2348402.96,26,31,Tecnólogo,Unión Libre,0,Nocturno,6.9
Sabaneta,Femenino,Operativos,3232504.05,31,12,Profesional,Viudo,0,Nocturno,8.0
Itagüí,No Binario,Operativos,2159488.3,52,10,Técnico,Soltero,0,Diurno,7.6
Envigado,Masculino,Operativos,5022104.26,40,1,Técnico,Casado,1,Nocturno,3.2
Medellín,Masculino,Operativos,5827932.43,33,33,Técnico,Casado,2,Nocturno,6.3
Estrella,Masculino,Operativos,5883784.92,58,7,Secundaria,Viudo,3,Nocturno,5.4
Medellín,Masculino,Operativos,5703263.21,42,36,Secundaria,Divorciado,2,Mixto,8.1
Medellín,Femenino,Operativos,5583235.5,57,0,Secundaria,Divorciado,0,Nocturno,8.1
Sabaneta,Masculino,Operativos,4634661.32,21,18,Tecnólogo,Casado,1,Diurno,6.5
Sabaneta,Femenino,Operativos,5910476.74,61,22,Posgrado,Viudo,0,Mixto,5.5
Bello,No Binario,Operativos,5939991.72,18,10,Profesional,Unión Libre,0,Mixto,6.2
Bello,Masculino,Servicios Generales,2243506.78,24,1,Profesional,Casado,1,Nocturno,1.0
Envigado,Femenino,Operativos,3371322.43,42,34,Técnico,Soltero,1,Mixto,2.5
Bello,No Binario,Operativos,2725378.96,41,6,Tecnólogo,Unión Libre,0,Mixto,3.2
Sabaneta,Masculino,Operativos,3178339.92,46,22,Técnico,Divorciado,2,Mixto,4.1
Estrella,Masculino,Operativos,5703528.54,42,30,Profesional,Viudo,0,Mixto,3.0
Sabaneta,Femenino,Operativos,5444691.52,28,22,Primaria,Divorciado,3,Mixto,4.5
Estrella,No Binario,Operativos,5768613.46,56,12,Primaria,Viudo,4,Mixto,3.4
Estrella,Femenino,Operativos,3120565.46,48,13,Profesional,Viudo,0,Mixto,2.9
Itagüí,Masculino,Administrativa,6196596.89,25,7,Tecnólogo,Unión Libre,0,Nocturno,8.9
Sabaneta,Femenino,Operativos,3197258.54,60,36,Profesional,Unión Libre,0,Diurno,4.8
Estrella,Femenino,Operativos,2731472.47,30,39,Tecnólogo,Viudo,0,Mixto,1.9
Medellín,Femenino,Administrativa,7037310.82,45,9,Posgrado,Viudo,3,Nocturno,6.2
Envigado,Masculino,Operativos,3681838.76,39,9,Técnico,Viudo,1,Nocturno,6.4
Sabaneta,Masculino,Operativos,3302607.49,30,2,Tecnólogo,Unión Libre,2,Nocturno,4.9
Itagüí,Masculino,Servicios Generales,2569066.0,42,35,Técnico,Divorciado,3,Diurno,4.1
Medellín,Masculino,Operativos,2725491.11,39,36,Profesional,Unión Libre,0,Nocturno,3.2
Bello,Masculino,Operativos,2723377.05,29,12,Tecnólogo,Divorciado,4,Nocturno,1.0
Estrella,Masculino,Operativos,5500908.0,44,2,Profesional,Divorciado,0,Diurno,1.2
Medellín,No Binario,Operativos,4728337.9,24,33,Tecnólogo,Soltero,4,Mixto,7.0
Bello,No Binario,Servicios Generales,2562642.56,43,1,Secundaria,Viudo,0,Diurno,1.5
Medellín,Femenino,Administrativa,6136797.55,36,11,Técnico,Viudo,1,Nocturno,7.1
Medellín,Femenino,Administrativa,6983588.8,30,27,Técnico,Viudo,0,Mixto,9.8
Envigado,Femenino,Operativos,3535526.17,54,32,Profesional,Viudo,1,Diurno,6.5
Sabaneta,Femenino,Operativos,2601563.41,34,38,Secundaria,Soltero,1,Mixto,4.8
Medellín,Masculino,Operativos,2397950.54,50,7,Secundaria,Casado,2,Mixto,8.5
Envigado,Femenino,Servicios Generales,2600660.96,51,37,Técnico,Unión Libre,2,Mixto,8.8
Envigado,Femenino,Servicios Generales,2655737.36,42,13,Secundaria,Viudo,0,Diurno,7.3
Estrella,Femenino,Operativos,2611922.11,42,16,Secundaria,Casado,3,Diurno,3.1
Estrella,Femenino,Servicios Generales,3472418.31,52,13,Profesional,Viudo,0,Diurno,9.1
Estrella,Femenino,Servicios Generales,3660513.31,54,35,Profesional,Soltero,1,Mixto,3.1
Envigado,Femenino,Servicios Generales,2445990.23,36,16,Profesional,Unión Libre,0,Nocturno,8.5
Sabaneta,Masculino,Servicios Generales,2813987.65,47,17,Tecnólogo,Unión Libre,0,Nocturno,4.8
Medellín,Femenino,Operativos,4094531.83,39,34,Posgrado,Soltero,0,Diurno,6.9
Itagüí,Masculino,Operativos,4022829.3,57,3,Profesional,Unión Libre,3,Mixto,8.6
Envigado,No Binario,Administrativa,7506455.49,25,19,Tecnólogo,Casado,2,Mixto,7.9
Envigado,Femenino,Servicios Generales,3183899.95,33,2,Tecnólogo,Soltero,2,Mixto,3.4
Envigado,Masculino,Operativos,4787237.53,36,28,Técnico,Casado,0,Mixto,6.2
Medellín,No Binario,Operativos,5254113.4,49,9,Posgrado,Soltero,0,Diurno,4.6
Sabaneta,Masculino,Operativos,2963787.24,44,32,Secundaria,Unión Libre,2,Diurno,5.6
Itagüí,Masculino,Operativos,5728739.54,28,12,Secundaria,Divorciado,1,Nocturno,8.7
Envigado,No Binario,Operativos,4101369.81,23,4,Secundaria,Soltero,0,Nocturno,7.3
Estrella,Femenino,Operativos,2375185.12,62,18,Profesional,Soltero,0,Nocturno,2.6
Envigado,No Binario,Operativos,5318160.14,41,9,Profesional,Soltero,1,Nocturno,2.4
Itagüí,Femenino,Operativos,3036164.56,31,31,Profesional,Unión Libre,1,Nocturno,7.9
Envigado,Masculino,Operativos,5691300.73,18,31,Técnico,Viudo,0,Nocturno,3.3
Bello,Masculino,Operativos,3225774.16,30,7,Tecnólogo,Unión Libre,0,Mixto,4.9
Envigado,Masculino,Operativos,3588160.54,37,20,Técnico,Divorciado,2,Mixto,1.8
Estrella,Masculino,Administrativa,7360956.55,62,16,Técnico,Soltero,0,Nocturno,5.0
Envigado,Femenino,Operativos,2763676.21,54,11,Técnico,Viudo,1,Mixto,7.3
Estrella,Masculino,Operativos,3199000.59,51,26,Secundaria,Viudo,1,Mixto,5.2
Bello,Femenino,Operativos,3679148.44,28,30,Técnico,Viudo,4,Diurno,6.7
Itagüí,Femenino,Operativos,5449995.46,33,17,Técnico,Viudo,0,Nocturno,7.3
Envigado,Femenino,Operativos,2127869.11,51,8,Secundaria,Soltero,1,Diurno,7.3
Estrella,No Binario,Servicios Generales,2711903.66,59,22,Secundaria,Soltero,2,Diurno,1.8
Envigado,Femenino,Operativos,5456983.31,19,33,Primaria,Casado,0,Diurno,5.5
Itagüí,Femenino,Administrativa,6692301.88,44,30,Técnico,Unión Libre,3,Nocturno,3.0
Itagüí,No Binario,Administrativa,6668585.66,59,2,Tecnólogo,Viudo,3,Nocturno,9.4
Medellín,Femenino,Operativos,3239908.21,47,2,Secundaria,Casado,0,Nocturno,7.5
Envigado,Femenino,Operativos,2189835.65,24,26,Secundaria,Soltero,0,Diurno,2.4
Envigado,Femenino,Servicios Generales,2243474.88,48,14,Profesional,Soltero,0,Mixto,6.5
Bello,No Binario,Operativos,3563235.95,60,39,Profesional,Soltero,1,Mixto,6.3
Estrella,Masculino,Operativos,2921246.24,21,22,Secundaria,Soltero,0,Mixto,6.8
Bello,Femenino,Operativos,3133402.43,34,38,Técnico,Casado,1,Diurno,1.9
Itagüí,Femenino,Operativos,4880604.58,33,10,Tecnólogo,Viudo,2,Diurno,7.9
Sabaneta,Femenino,Operativos,3793500.48,38,15,Secundaria,Casado,0,Nocturno,2.6
Itagüí,No Binario,Operativos,4198706.16,24,35,Tecnólogo,Unión Libre,0,Diurno,3.2
Sabaneta,Femenino,Operativos,5757259.99,33,3,Técnico,Unión Libre,0,Nocturno,5.7
Itagüí,No Binario,Operativos,2314630.08,31,23,Secundaria,Unión Libre,0,Diurno,8.0
Estrella,No Binario,Servicios Generales,2277234.36,35,4,Secundaria,Divorciado,0,Nocturno,6.7
Sabaneta,Femenino,Operativos,3239106.02,27,25,Secundaria,Divorciado,1,Nocturno,7.8
Sabaneta,Femenino,Operativos,2396252.86,26,12,Técnico,Divorciado,0,Mixto,8.2
Medellín,Masculino,Operativos,2076930.92,31,15,Profesional,Viudo,1,Mixto,9.6
Itagüí,Masculino,Operativos,4765963.75,32,5,Profesional,Divorciado,2,Diurno,5.7
Estrella,Femenino,Operativos,3148902.44,43,1,Secundaria,Casado,1,Nocturno,8.2
Envigado,Masculino,Operativos,2678966.76,58,25,Técnico,Divorciado,0,Nocturno,1.8
Envigado,Masculino,Operativos,5008191.97,50,22,Profesional,Soltero,0,Diurno,8.5
Estrella,No Binario,Operativos,4116383.07,54,7,Técnico,Casado,1,Diurno,3.4
Sabaneta,Femenino,Servicios Generales,3793718.75,27,18,Profesional,Viudo,1,Mixto,9.3
Itagüí,Femenino,Operativos,4457038.43,34,1,Posgrado,Casado,1,Mixto,2.4
Estrella,Femenino,Administrativa,6037042.16,59,8,Posgrado,Unión Libre,2,Diurno,4.5
Medellín,Femenino,Operativos,5498585.8,46,38,Posgrado,Divorciado,3,Diurno,5.1
Bello,Masculino,Administrativa,7354552.71,34,32,Tecnólogo,Unión Libre,1,Mixto,4.4
Itagüí,Femenino,Servicios Generales,3323199.36,30,8,Tecnólogo,Viudo,2,Nocturno,1.0
Sabaneta,Femenino,Operativos,2766398.82,29,9,Secundaria,Casado,1,Diurno,6.7
Bello,Masculino,Operativos,3023419.86,24,40,Secundaria,Soltero,0,Mixto,4.2
Estrella,No Binario,Operativos,4195436.22,22,26,Técnico,Casado,0,Nocturno,8.3
Envigado,No Binario,Administrativa,7137321.53,18,31,Profesional,Soltero,4,Nocturno,1.9
Envigado,Femenino,Operativos,3713984.87,23,40,Profesional,Viudo,0,Nocturno,1.4
Envigado,Masculino,Operativos,4605985.52,44,8,Técnico,Divorciado,1,Diurno,8.9
Itagüí,Masculino,Operativos,2002472.34,19,6,Secundaria,Soltero,3,Mixto,1.5
Sabaneta,Masculino,Servicios Generales,2484061.7,61,31,Profesional,Divorciado,2,Nocturno,3.9
Sabaneta,Femenino,Operativos,3829668.1,42,28,Profesional,Casado,0,Diurno,2.5
Bello,Masculino,Operativos,2185271.24,33,18,Posgrado,Unión Libre,3,Nocturno,7.2
Bello,Femenino,Servicios Generales,2742229.4,48,27,Secundaria,Divorciado,1,Mixto,7.2
Medellín,Femenino,Operativos,3664389.46,24,3,Tecnólogo,Soltero,1,Mixto,5.9
Envigado,Femenino,Servicios Generales,2031587.8,24,28,Técnico,Unión Libre,1,Nocturno,6.6
Sabaneta,Masculino,Operativos,3507610.74,41,4,Secundaria,Soltero,2,Mixto,8.5
Envigado,No Binario,Servicios Generales,2742278.81,19,9,Profesional,Viudo,2,Diurno,8.5
Estrella,No Binario,Operativos,4299923.76,28,3,Secundaria,Viudo,0,Mixto,8.2
Envigado,Femenino,Operativos,5374109.93,60,36,Profesional,Divorciado,0,Nocturno,6.6
Sabaneta,Femenino,Operativos,5371380.59,24,27,Tecnólogo,Soltero,4,Mixto,3.0
Bello,No Binario,Operativos,4742496.72,60,15,Profesional,Soltero,0,Nocturno,6.8
Sabaneta,No Binario,Operativos,2946698.02,18,9,Secundaria,Casado,0,Nocturno,8.0
Estrella,Femenino,Servicios Generales,2575529.05,44,11,Tecnólogo,Casado,0,Diurno,4.7
Medellín,Masculino,Operativos,3788100.47,52,7,Secundaria,Divorciado,0,Nocturno,5.3
Envigado,Masculino,Operativos,2374297.03,31,33,Tecnólogo,Divorciado,2,Mixto,5.8
Estrella,Masculino,Operativos,2051389.54,57,3,Profesional,Divorciado,4,Nocturno,1.8
Itagüí,No Binario,Operativos,4416802.74,30,23,Técnico,Divorciado,0,Diurno,4.0
Medellín,Femenino,Operativos,4246198.57,28,23,Primaria,Casado,1,Mixto,1.8
Medellín,Masculino,Administrativa,6175781.49,52,19,Profesional,Casado,2,Mixto,6.0
Estrella,Femenino,Servicios Generales,2925273.57,24,1,Profesional,Viudo,0,Mixto,1.0
Medellín,No Binario,Operativos,3286412.73,37,32,Secundaria,Casado,1,Diurno,4.3
Estrella,Masculino,Operativos,2248814.19,31,29,Técnico,Casado,0,Diurno,4.2
Bello,Masculino,Operativos,4479468.93,56,26,Tecnólogo,Soltero,0,Mixto,9.8
Envigado,Femenino,Operativos,3521520.8,22,23,Técnico,Casado,0,Nocturno,7.4
Envigado,Femenino,Operativos,2067308.94,28,33,Secundaria,Divorciado,0,Nocturno,5.7
Sabaneta,No Binario,Operativos,5411763.65,19,9,Secundaria,Soltero,0,Nocturno,2.4
Itagüí,Femenino,Servicios Generales,3156341.34,47,39,Secundaria,Divorciado,0,Diurno,5.9
Envigado,Femenino,Operativos,5738065.47,59,34,Tecnólogo,Unión Libre,1,Nocturno,2.2
Medellín,Masculino,Operativos,4772151.6,23,5,Secundaria,Viudo,0,Nocturno,6.9
Bello,Masculino,Administrativa,7899326.81,52,9,Profesional,Divorciado,3,Nocturno,3.5
Envigado,Femenino,Operativos,5308069.54,32,40,Tecnólogo,Viudo,1,Nocturno,4.7
Estrella,Femenino,Servicios Generales,2897771.74,29,33,Técnico,Soltero,1,Diurno,4.8
Sabaneta,Femenino,Operativos,5753265.22,57,33,Secundaria,Divorciado,1,Diurno,6.1
Itagüí,Masculino,Operativos,3724483.31,42,36,Profesional,Soltero,2,Mixto,5.4
Estrella,Masculino,Operativos,3709494.66,21,15,Secundaria,Casado,3,Diurno,4.0
Medellín,Masculino,Operativos,5737959.91,23,17,Profesional,Unión Libre,0,Mixto,5.7
Envigado,Masculino,Operativos,3747799.94,60,39,Profesional,Divorciado,1,Mixto,5.5
Sabaneta,Masculino,Administrativa,7141007.24,39,37,Secundaria,Divorciado,0,Nocturno,9.4
Envigado,No Binario,Operativos,2908140.09,56,25,Secundaria,Casado,1,Mixto,8.1
Sabaneta,No Binario,Operativos,2193495.24,48,10,Profesional,Unión Libre,1,Nocturno,6.0
Medellín,Masculino,Operativos,5437847.14,60,2,Secundaria,Casado,0,Mixto,7.1
Estrella,Femenino,Operativos,4486785.75,32,15,Tecnólogo,Viudo,0,Diurno,3.9
Bello,Masculino,Operativos,2907671.72,61,23,Secundaria,Viudo,0,Nocturno,4.1
Envigado,Masculino,Administrativa,7766229.32,30,31,Primaria,Unión Libre,2,Mixto,3.4
Estrella,Masculino,Servicios Generales,2039537.84,26,5,Profesional,Soltero,1,Mixto,6.3
Itagüí,No Binario,Operativos,5705438.36,18,11,Secundaria,Unión Libre,0,Diurno,8.1
Envigado,Femenino,Operativos,2724268.55,34,15,Secundaria,Viudo,4,Mixto,1.8
Envigado,No Binario,Operativos,2105545.29,44,35,Profesional,Unión Libre,0,Mixto,3.9
Itagüí,Masculino,Operativos,3301284.61,29,9,Posgrado,Viudo,0,Diurno,8.2
Envigado,No Binario,Operativos,5905252.67,20,38,Secundaria,Soltero,3,Nocturno,9.0
Envigado,Femenino,Operativos,2687430.85,38,2,Secundaria,Soltero,1,Mixto,7.8
Estrella,No Binario,Administrativa,7675834.82,30,25,Secundaria,Soltero,1,Diurno,3.7
Itagüí,Femenino,Operativos,4855036.78,48,35,Tecnólogo,Soltero,1,Mixto,2.9
Medellín,Femenino,Operativos,5599217.26,40,21,Secundaria,Viudo,2,Mixto,6.8
Bello,No Binario,Operativos,3789498.89,29,7,Profesional,Unión Libre,2,Mixto,7.3
Medellín,No Binario,Operativos,3450390.03,49,28,Técnico,Soltero,1,Mixto,9.4
Itagüí,Femenino,Administrativa,6996460.97,21,35,Técnico,Casado,0,Diurno,4.8
Estrella,Femenino,Operativos,3240538.04,55,26,Técnico,Casado,0,Nocturno,1.6
Medellín,No Binario,Servicios Generales,2525634.78,54,6,Técnico,Unión Libre,4,Diurno,7.3
Estrella,Femenino,Operativos,4674437.63,31,12,Profesional,Divorciado,2,Diurno,6.5
Itagüí,Femenino,Servicios Generales,2491848.22,43,6,Profesional,Unión Libre,1,Nocturno,2.7
Medellín,No Binario,Operativos,3006062.38,52,37,Tecnólogo,Viudo,4,Nocturno,8.7
Estrella,Femenino,Operativos,5075187.24,23,1,Primaria,Viudo,0,Diurno,2.7
Bello,Masculino,Operativos,2979352.08,23,17,Profesional,Unión Libre,0,Nocturno,8.7
Bello,Femenino,Servicios Generales,3229540.23,60,40,Técnico,Casado,0,Diurno,1.4
Bello,Masculino,Operativos,5296899.2,49,22,Profesional,Casado,2,Nocturno,1.8
Bello,Femenino,Operativos,5895384.09,47,17,Secundaria,Casado,0,Diurno,8.4
Medellín,No Binario,Servicios Generales,2890887.95,29,23,Primaria,Viudo,2,Nocturno,1.9
Medellín,Femenino,Operativos,3821683.6,48,18,Secundaria,Soltero,0,Mixto,1.2
Sabaneta,Femenino,Operativos,5070720.92,45,20,Tecnólogo,Casado,4,Mixto,8.7
Estrella,Masculino,Operativos,3445720.05,18,39,Posgrado,Viudo,0,Nocturno,1.8
Bello,No Binario,Administrativa,7791003.5,23,39,Profesional,Unión Libre,3,Mixto,7.7
Bello,Masculino,Operativos,3212422.7,41,39,Secundaria,Viudo,0,Diurno,6.2
Bello,Masculino,Operativos,2486129.41,52,26,Técnico,Divorciado,0,Diurno,6.9
Estrella,No Binario,Operativos,3376556.94,46,35,Profesional,Soltero,2,Nocturno,7.0
Itagüí,No Binario,Operativos,5595756.11,42,9,Tecnólogo,Viudo,0,Mixto,4.1
Medellín,No Binario,Operativos,5890730.84,55,26,Secundaria,Divorciado,1,Diurno,9.6
Envigado,Femenino,Operativos,2861002.34,43,34,Posgrado,Viudo,2,Diurno,2.4
Itagüí,Masculino,Operativos,3494658.66,35,32,Primaria,Unión Libre,1,Nocturno,4.4
Itagüí,No Binario,Operativos,4160866.32,56,24,Tecnólogo,Casado,2,Mixto,9.5
Bello,Masculino,Operativos,5167304.39,31,7,Profesional,Casado,0,Diurno,4.2
Sabaneta,Masculino,Operativos,2698257.18,45,33,Profesional,Casado,0,Nocturno,3.6
Medellín,Masculino,Servicios Generales,2835396.58,39,8,Secundaria,Casado,1,Mixto,1.7
Medellín,No Binario,Operativos,2797546.58,30,10,Tecnólogo,Divorciado,3,Mixto,7.6
Medellín,Masculino,Operativos,4394351.96,46,16,Técnico,Viudo,4,Mixto,1.8
Envigado,Femenino,Operativos,4952480.5,45,12,Tecnólogo,Soltero,1,Mixto,7.7
Envigado,Masculino,Servicios Generales,3204030.03,39,28,Secundaria,Soltero,1,Mixto,7.8
Sabaneta,Masculino,Operativos,5943282.07,29,35,Técnico,Viudo,4,Diurno,1.4
Itagüí,Masculino,Servicios Generales,3621367.08,36,12,Primaria,Unión Libre,1,Mixto,4.2
Bello,Masculino,Operativos,3517072.72,54,2,Profesional,Viudo,4,Diurno,9.8
Medellín,Femenino,Servicios Generales,2312663.82,20,4,Profesional,Casado,0,Nocturno,5.4
Bello,Masculino,Operativos,4260173.11,59,6,Tecnólogo,Casado,0,Nocturno,9.0
Sabaneta,No Binario,Operativos,2290294.47,38,39,Secundaria,Soltero,2,Nocturno,3.5
Envigado,Masculino,Servicios Generales,2135843.31,43,10,Técnico,Viudo,1,Diurno,6.8
Itagüí,Femenino,Operativos,5830591.46,39,15,Posgrado,Casado,2,Mixto,2.6
Bello,Masculino,Servicios Generales,3303491.58,42,30,Posgrado,Divorciado,4,Mixto,7.0
Envigado,Masculino,Operativos,3483907.28,20,21,Profesional,Unión Libre,0,Mixto,6.1
Sabaneta,Femenino,Operativos,3580698.43,25,19,Técnico,Divorciado,1,Diurno,4.4
Estrella,No Binario,Servicios Generales,3558884.71,49,36,Profesional,Viudo,0,Nocturno,2.1
Envigado,Masculino,Operativos,2456983.85,21,23,Secundaria,Viudo,2,Nocturno,2.9
Medellín,Masculino,Operativos,3219782.94,55,31,Primaria,Divorciado,0,Mixto,9.6
Medellín,Masculino,Operativos,4541916.18,20,1,Secundaria,Unión Libre,0,Nocturno,7.5
Sabaneta,Femenino,Operativos,3526772.13,26,40,Profesional,Divorciado,1,Diurno,6.7
Medellín,Femenino,Operativos,3493157.04,34,24,Técnico,Divorciado,2,Nocturno,2.6
Envigado,Femenino,Servicios Generales,3371497.43,57,18,Secundaria,Divorciado,1,Nocturno,2.9
Itagüí,No Binario,Operativos,2690434.61,61,38,Técnico,Viudo,2,Mixto,9.6
Medellín,Femenino,Operativos,2112880.13,31,32,Técnico,Divorciado,2,Diurno,9.7
Medellín,Femenino,Operativos,5298059.28,42,14,Profesional,Viudo,0,Diurno,1.5
Envigado,Masculino,Operativos,3871577.71,59,15,Técnico,Divorciado,0,Mixto,6.9
Itagüí,Masculino,Operativos,2862451.45,28,31,Profesional,Divorciado,0,Diurno,1.2
Estrella,No Binario,Operativos,3251838.53,39,34,Técnico,Viudo,0,Nocturno,4.0
Envigado,Femenino,Servicios Generales,3083187.36,46,21,Secundaria,Unión Libre,0,Nocturno,8.0
Itagüí,Masculino,Operativos,3825534.71,18,0,Secundaria,Divorciado,2,Mixto,1.9
Estrella,Femenino,Servicios Generales,3717195.75,51,32,Secundaria,Casado,2,Mixto,4.3
Envigado,Femenino,Servicios Generales,2880372.63,31,36,Profesional,Viudo,1,Diurno,7.6
Envigado,Femenino,Servicios Generales,2908896.64,52,3,Técnico,Casado,1,Nocturno,9.8
Envigado,Masculino,Operativos,5176218.7,27,19,Técnico,Soltero,3,Nocturno,1.1
Medellín,Femenino,Servicios Generales,2251553.65,43,16,Técnico,Casado,1,Mixto,7.2
Medellín,Femenino,Servicios Generales,2875664.33,55,40,Profesional,Soltero,1,Mixto,3.4
Sabaneta,Femenino,Operativos,4644183.44,61,20,Técnico,Unión Libre,2,Mixto,1.7
Itagüí,Masculino,Operativos,4193039.09,35,13,Secundaria,Soltero,1,Diurno,5.4
Itagüí,Femenino,Administrativa,7705327.92,61,40,Secundaria,Casado,1,Nocturno,6.2
Sabaneta,Masculino,Operativos,4383167.39,56,26,Tecnólogo,Unión Libre,1,Nocturno,1.7
Sabaneta,No Binario,Servicios Generales,3168018.85,54,25,Secundaria,Divorciado,1,Nocturno,5.2
