fecha,codigo_tienda,nombre_tienda,vendedor,codigo_producto,nombre_producto,cantidad,valor_unitario,total,descuento
2025-09-11,4,Tienda D,Vendedor 5,P264,Producto 264,3,178.24,534.72,0.0
2025-06-30,4,Tienda D,Vendedor 9,P400,Producto 400,4,71.9,287.6,0.0
2025-06-22,2,Tienda B,Vendedor 7,P385,Producto 385,1,73.91,73.91,7.39
2025-09-26,3,Tienda C,Vendedor 3,P367,Producto 367,4,171.33,685.32,0.0
2025-02-11,10,Tienda J,Vendedor 4,P334,Producto 334,4,148.27,593.08,59.31
2025-06-17,10,Tienda J,Vendedor 1,P487,Producto 487,2,116.79,233.58,23.36
2025-08-06,4,Tienda D,Vendedor 5,P002,Producto 2,1,51.0,51.0,2.55
2025-02-24,3,Tienda C,Vendedor 8,P392,Producto 392,2,96.79,193.58,9.68
2025-01-18,1,Tienda A,Vendedor 6,P361,Producto 361,4,182.29,729.16,0.0
2025-06-27,4,Tienda D,Vendedor 8,P121,Producto 121,5,75.6,378.0,18.9
2025-01-10,8,Tienda H,Vendedor 3,P131,Producto 131,3,130.12,390.36,39.04
2025-07-29,8,Tienda H,Vendedor 3,P004,Producto 4,3,79.31,237.93,23.79
2025-05-20,5,Tienda E,Vendedor 8,P039,Producto 39,3,65.05,195.15,9.76
2025-08-25,6,Tienda F,Vendedor 3,P496,Producto 496,3,138.08,414.24,62.14
2025-04-11,5,Tienda E,Vendedor 2,P112,Producto 112,3,114.72,344.16,34.42
2025-12-10,7,Tienda G,Vendedor 4,P396,Producto 396,4,189.42,757.68,37.88
2025-11-21,9,Tienda I,Vendedor 6,P043,Producto 43,1,77.01,77.01,0.0
2025-10-27,7,Tienda G,Vendedor 10,P370,Producto 370,5,73.52,367.6,0.0
2025-09-25,8,Tienda H,Vendedor 4,P092,Producto 92,2,74.32,148.64,0.0
2025-08-26,5,Tienda E,Vendedor 3,P109,Producto 109,5,103.25,516.25,0.0
2025-01-16,4,Tienda D,Vendedor 6,P025,Producto 25,4,72.43,289.72,0.0
2025-12-22,10,Tienda J,Vendedor 4,P239,Producto 239,5,73.39,366.95,18.35
2025-01-19,2,Tienda B,Vendedor 2,P008,Producto 8,1,166.92,166.92,0.0
2025-09-01,9,Tienda I,Vendedor 1,P267,Producto 267,5,35.89,179.45,8.97
2025-11-30,8,Tienda H,Vendedor 2,P169,Producto 169,1,26.81,26.81,2.68
2025-10-31,1,Tienda A,Vendedor 2,P389,Producto 389,5,141.03,705.15,70.52
2025-11-27,3,Tienda C,Vendedor 4,P296,Producto 296,3,102.76,308.28,30.83
2025-06-14,5,Tienda E,Vendedor 8,P092,Producto 92,1,74.32,74.32,11.15
2025-09-16,6,Tienda F,Vendedor 4,P103,Producto 103,1,187.61,187.61,9.38
2025-09-27,6,Tienda F,Vendedor 1,P252,Producto 252,2,156.84,313.68,15.68
2025-03-13,10,Tienda J,Vendedor 6,P121,Producto 121,5,75.6,378.0,18.9
2025-08-15,6,Tienda F,Vendedor 8,P279,Producto 279,5,54.33,271.65,27.16
2025-12-25,1,Tienda A,Vendedor 1,P144,Producto 144,1,123.66,123.66,0.0
2025-09-04,4,Tienda D,Vendedor 10,P377,Producto 377,5,129.34,646.7,0.0
2025-02-23,10,Tienda J,Vendedor 3,P229,Producto 229,4,96.12,384.48,57.67
2025-02-11,1,Tienda A,Vendedor 5,P086,Producto 86,5,145.93,729.65,72.97
2025-06-21,3,Tienda C,Vendedor 9,P197,Producto 197,5,185.5,927.5,46.38
2025-01-23,7,Tienda G,Vendedor 2,P326,Producto 326,2,170.81,341.62,17.08
2025-02-03,10,Tienda J,Vendedor 1,P156,Producto 156,4,156.34,625.36,62.54
2025-09-09,2,Tienda B,Vendedor 7,P404,Producto 404,3,153.55,460.65,46.06
2025-12-17,8,Tienda H,Vendedor 8,P005,Producto 5,4,69.71,278.84,13.94
2025-01-04,3,Tienda C,Vendedor 4,P063,Producto 63,5,104.42,522.1,78.31
2025-03-17,6,Tienda F,Vendedor 8,P345,Producto 345,1,87.34,87.34,8.73
2025-07-12,10,Tienda J,Vendedor 2,P403,Producto 403,1,92.15,92.15,9.22
2025-09-09,3,Tienda C,Vendedor 10,P258,Producto 258,5,71.61,358.05,35.8
2025-04-04,6,Tienda F,Vendedor 1,P393,Producto 393,5,142.99,714.95,107.24
2025-07-05,3,Tienda C,Vendedor 6,P137,Producto 137,2,193.8,387.6,0.0
2025-10-16,6,Tienda F,Vendedor 5,P028,Producto 28,5,122.31,611.55,30.58
2025-05-13,1,Tienda A,Vendedor 3,P433,Producto 433,3,36.66,109.98,0.0
2025-01-18,5,Tienda E,Vendedor 5,P175,Producto 175,3,106.4,319.2,31.92
2025-04-30,10,Tienda J,Vendedor 8,P008,Producto 8,3,166.92,500.76,0.0
2025-08-01,4,Tienda D,Vendedor 4,P291,Producto 291,5,26.73,133.65,20.05
2025-12-16,3,Tienda C,Vendedor 4,P133,Producto 133,4,140.22,560.88,0.0
2025-03-14,3,Tienda C,Vendedor 7,P219,Producto 219,4,173.36,693.44,69.34
2025-03-05,8,Tienda H,Vendedor 10,P410,Producto 410,5,147.42,737.1,36.86
2025-07-19,2,Tienda B,Vendedor 8,P328,Producto 328,2,147.82,295.64,14.78
2025-12-06,7,Tienda G,Vendedor 2,P462,Producto 462,2,59.5,119.0,5.95
2025-04-02,4,Tienda D,Vendedor 4,P141,Producto 141,5,105.54,527.7,52.77
2025-09-16,9,Tienda I,Vendedor 9,P311,Producto 311,4,156.09,624.36,0.0
2025-12-28,2,Tienda B,Vendedor 8,P049,Producto 49,2,168.63,337.26,33.73
2025-05-16,4,Tienda D,Vendedor 4,P179,Producto 179,3,25.84,77.52,3.88
2025-08-04,6,Tienda F,Vendedor 10,P271,Producto 271,4,163.88,655.52,65.55
2025-07-03,9,Tienda I,Vendedor 4,P292,Producto 292,4,81.59,326.36,16.32
2025-11-13,10,Tienda J,Vendedor 10,P108,Producto 108,4,137.87,551.48,82.72
2025-09-02,1,Tienda A,Vendedor 3,P122,Producto 122,1,180.36,180.36,0.0
2025-08-12,7,Tienda G,Vendedor 9,P251,Producto 251,5,95.95,479.75,47.98
2025-05-10,10,Tienda J,Vendedor 7,P497,Producto 497,4,154.58,618.32,61.83
2025-10-13,9,Tienda I,Vendedor 5,P301,Producto 301,5,192.2,961.0,48.05
2025-11-18,4,Tienda D,Vendedor 6,P434,Producto 434,4,139.77,559.08,0.0
2025-10-02,8,Tienda H,Vendedor 3,P029,Producto 29,3,79.82,239.46,0.0
2025-09-13,3,Tienda C,Vendedor 8,P147,Producto 147,1,51.79,51.79,5.18
2025-09-14,7,Tienda G,Vendedor 8,P077,Producto 77,2,54.58,109.16,5.46
2025-08-13,4,Tienda D,Vendedor 6,P172,Producto 172,2,118.17,236.34,23.63
2025-10-08,9,Tienda I,Vendedor 2,P269,Producto 269,2,70.16,140.32,7.02
2025-10-13,4,Tienda D,Vendedor 10,P344,Producto 344,3,29.29,87.87,4.39
2025-08-02,10,Tienda J,Vendedor 6,P097,Producto 97,3,84.25,252.75,25.28
2025-12-31,3,Tienda C,Vendedor 6,P202,Producto 202,5,90.58,452.9,0.0
2025-11-23,8,Tienda H,Vendedor 1,P054,Producto 54,1,31.47,31.47,3.15
2025-02-14,2,Tienda B,Vendedor 2,P460,Producto 460,3,172.25,516.75,51.68
2025-02-04,10,Tienda J,Vendedor 10,P241,Producto 241,5,199.56,997.8,0.0
2025-09-02,4,Tienda D,Vendedor 1,P343,Producto 343,3,146.6,439.8,0.0
2025-06-02,4,Tienda D,Vendedor 9,P476,Producto 476,3,40.0,120.0,18.0
2025-06-27,3,Tienda C,Vendedor 5,P017,Producto 17,3,76.14,228.42,0.0
2025-10-30,1,Tienda A,Vendedor 7,P372,Producto 372,1,197.99,197.99,9.9
2025-07-14,1,Tienda A,Vendedor 2,P298,Producto 298,1,32.18,32.18,4.83
2025-02-15,1,Tienda A,Vendedor 1,P064,Producto 64,3,77.44,232.32,34.85
2025-11-10,4,Tienda D,Vendedor 10,P405,Producto 405,2,137.84,275.68,0.0
2025-12-21,7,Tienda G,Vendedor 2,P225,Producto 225,1,68.31,68.31,3.42
2025-02-25,2,Tienda B,Vendedor 5,P199,Producto 199,4,185.19,740.76,0.0
2025-07-17,7,Tienda G,Vendedor 2,P448,Producto 448,3,75.23,225.69,11.28
2025-09-24,5,Tienda E,Vendedor 5,P440,Producto 440,5,68.29,341.45,0.0
2025-05-18,5,Tienda E,Vendedor 5,P274,Producto 274,3,109.77,329.31,0.0
2025-06-29,1,Tienda A,Vendedor 10,P018,Producto 18,4,70.43,281.72,0.0
2025-10-08,4,Tienda D,Vendedor 3,P336,Producto 336,4,81.33,325.32,16.27
2025-01-11,9,Tienda I,Vendedor 4,P007,Producto 7,3,112.28,336.84,33.68
2025-04-23,9,Tienda I,Vendedor 1,P426,Producto 426,4,195.89,783.56,117.53
2025-03-27,8,Tienda H,Vendedor 2,P354,Producto 354,5,66.41,332.05,16.6
2025-10-17,9,Tienda I,Vendedor 6,P440,Producto 440,5,68.29,341.45,17.07
2025-11-23,7,Tienda G,Vendedor 5,P015,Producto 15,2,134.64,269.28,26.93
2025-07-24,5,Tienda E,Vendedor 10,P212,Producto 212,1,65.72,65.72,9.86
2025-12-29,9,Tienda I,Vendedor 2,P221,Producto 221,5,155.29,776.45,77.65
2025-08-24,8,Tienda H,Vendedor 9,P343,Producto 343,2,146.6,293.2,43.98
2025-04-19,9,Tienda I,Vendedor 8,P471,Producto 471,5,186.06,930.3,139.54
2025-08-10,4,Tienda D,Vendedor 1,P277,Producto 277,5,81.27,406.35,20.32
2025-06-18,1,Tienda A,Vendedor 1,P083,Producto 83,4,93.28,373.12,0.0
2025-12-18,2,Tienda B,Vendedor 4,P130,Producto 130,2,92.89,185.78,9.29
2025-04-07,3,Tienda C,Vendedor 3,P450,Producto 450,2,61.92,123.84,18.58
2025-04-29,9,Tienda I,Vendedor 1,P464,Producto 464,3,82.9,248.7,37.3
2025-12-05,7,Tienda G,Vendedor 9,P381,Producto 381,4,140.69,562.76,0.0
2025-06-23,3,Tienda C,Vendedor 7,P222,Producto 222,3,132.81,398.43,19.92
2025-01-01,4,Tienda D,Vendedor 6,P070,Producto 70,4,56.69,226.76,11.34
2025-11-25,2,Tienda B,Vendedor 2,P371,Producto 371,4,93.69,374.76,0.0
2025-09-28,5,Tienda E,Vendedor 6,P091,Producto 91,5,164.13,820.65,0.0
2025-05-11,4,Tienda D,Vendedor 4,P147,Producto 147,1,51.79,51.79,2.59
2025-03-29,5,Tienda E,Vendedor 9,P227,Producto 227,2,153.99,307.98,30.8
2025-08-08,9,Tienda I,Vendedor 10,P375,Producto 375,4,129.5,518.0,0.0
2025-09-06,8,Tienda H,Vendedor 9,P408,Producto 408,2,108.11,216.22,32.43
2025-10-30,10,Tienda J,Vendedor 2,P339,Producto 339,1,53.13,53.13,2.66
2025-02-25,4,Tienda D,Vendedor 8,P110,Producto 110,3,137.09,411.27,20.56
2025-01-28,8,Tienda H,Vendedor 10,P413,Producto 413,1,36.42,36.42,0.0
2025-04-17,3,Tienda C,Vendedor 10,P207,Producto 207,1,108.69,108.69,10.87
2025-06-08,2,Tienda B,Vendedor 2,P465,Producto 465,1,133.96,133.96,0.0
2025-04-30,10,Tienda J,Vendedor 3,P402,Producto 402,4,75.11,300.44,45.07
2025-12-21,3,Tienda C,Vendedor 8,P207,Producto 207,5,108.69,543.45,27.17
2025-04-20,6,Tienda F,Vendedor 10,P400,Producto 400,2,71.9,143.8,14.38
2025-06-21,10,Tienda J,Vendedor 8,P073,Producto 73,1,163.1,163.1,16.31
2025-06-30,6,Tienda F,Vendedor 5,P157,Producto 157,5,145.7,728.5,0.0
2025-02-26,5,Tienda E,Vendedor 8,P285,Producto 285,1,72.22,72.22,7.22
2025-02-26,10,Tienda J,Vendedor 1,P499,Producto 499,4,57.53,230.12,23.01
2025-05-01,1,Tienda A,Vendedor 7,P237,Producto 237,4,119.4,477.6,47.76
2025-04-16,3,Tienda C,Vendedor 10,P343,Producto 343,5,146.6,733.0,73.3
2025-08-26,10,Tienda J,Vendedor 9,P155,Producto 155,4,161.48,645.92,96.89
2025-11-30,10,Tienda J,Vendedor 10,P447,Producto 447,2,34.46,68.92,10.34
2025-03-16,2,Tienda B,Vendedor 1,P102,Producto 102,4,24.84,99.36,14.9
2025-07-26,4,Tienda D,Vendedor 7,P093,Producto 93,2,111.78,223.56,22.36
2025-07-18,10,Tienda J,Vendedor 4,P423,Producto 423,3,153.18,459.54,68.93
2025-10-29,4,Tienda D,Vendedor 9,P286,Producto 286,1,95.06,95.06,14.26
2025-07-10,4,Tienda D,Vendedor 5,P048,Producto 48,5,180.38,901.9,90.19
2025-06-06,1,Tienda A,Vendedor 3,P388,Producto 388,3,77.43,232.29,0.0
2025-09-21,7,Tienda G,Vendedor 7,P055,Producto 55,4,186.48,745.92,74.59
2025-10-25,10,Tienda J,Vendedor 9,P284,Producto 284,2,100.28,200.56,30.08
2025-06-17,5,Tienda E,Vendedor 8,P351,Producto 351,4,135.06,540.24,81.04
2025-12-01,7,Tienda G,Vendedor 9,P011,Producto 11,3,127.76,383.28,57.49
2025-02-06,2,Tienda B,Vendedor 10,P249,Producto 249,4,97.8,391.2,58.68
2025-07-27,10,Tienda J,Vendedor 1,P144,Producto 144,1,123.66,123.66,18.55
2025-03-24,2,Tienda B,Vendedor 2,P228,Producto 228,2,64.84,129.68,0.0
2025-12-26,3,Tienda C,Vendedor 2,P474,Producto 474,2,20.45,40.9,4.09
2025-01-05,1,Tienda A,Vendedor 8,P224,Producto 224,1,100.36,100.36,10.04
2025-07-02,1,Tienda A,Vendedor 2,P428,Producto 428,1,81.21,81.21,4.06
2025-06-13,8,Tienda H,Vendedor 10,P479,Producto 479,5,50.55,252.75,25.28
2025-05-30,6,Tienda F,Vendedor 4,P196,Producto 196,4,156.95,627.8,62.78
2025-06-13,3,Tienda C,Vendedor 6,P128,Producto 128,5,112.08,560.4,28.02
2025-01-02,7,Tienda G,Vendedor 9,P128,Producto 128,1,112.08,112.08,5.6
2025-09-14,6,Tienda F,Vendedor 4,P138,Producto 138,1,144.38,144.38,7.22
2025-05-07,5,Tienda E,Vendedor 5,P325,Producto 325,4,185.37,741.48,111.22
2025-05-13,9,Tienda I,Vendedor 6,P201,Producto 201,1,151.47,151.47,0.0
2025-03-04,5,Tienda E,Vendedor 4,P380,Producto 380,2,128.38,256.76,12.84
2025-01-04,4,Tienda D,Vendedor 1,P401,Producto 401,4,96.02,384.08,38.41
2025-06-18,7,Tienda G,Vendedor 10,P122,Producto 122,3,180.36,541.08,54.11
2025-08-26,2,Tienda B,Vendedor 9,P159,Producto 159,4,184.69,738.76,0.0
2025-07-01,10,Tienda J,Vendedor 9,P301,Producto 301,5,192.2,961.0,144.15
2025-03-04,4,Tienda D,Vendedor 3,P488,Producto 488,2,143.77,287.54,28.75
2025-10-26,5,Tienda E,Vendedor 1,P115,Producto 115,3,180.76,542.28,81.34
2025-03-21,5,Tienda E,Vendedor 10,P198,Producto 198,3,187.35,562.05,0.0
2025-09-03,2,Tienda B,Vendedor 6,P152,Producto 152,2,60.36,120.72,12.07
2025-06-30,6,Tienda F,Vendedor 1,P350,Producto 350,4,157.46,629.84,0.0
2025-12-09,6,Tienda F,Vendedor 10,P043,Producto 43,3,77.01,231.03,11.55
2025-08-02,10,Tienda J,Vendedor 4,P487,Producto 487,5,116.79,583.95,58.4
2025-06-15,6,Tienda F,Vendedor 1,P374,Producto 374,1,107.72,107.72,10.77
2025-11-22,3,Tienda C,Vendedor 3,P135,Producto 135,4,156.33,625.32,31.27
2025-07-12,6,Tienda F,Vendedor 6,P416,Producto 416,1,26.1,26.1,2.61
2025-01-26,4,Tienda D,Vendedor 6,P250,Producto 250,4,39.49,157.96,7.9
2025-03-22,6,Tienda F,Vendedor 9,P033,Producto 33,4,52.08,208.32,10.42
2025-07-17,7,Tienda G,Vendedor 9,P252,Producto 252,2,156.84,313.68,15.68
2025-09-10,3,Tienda C,Vendedor 2,P115,Producto 115,4,180.76,723.04,36.15
2025-09-06,9,Tienda I,Vendedor 8,P224,Producto 224,4,100.36,401.44,60.22
2025-01-04,10,Tienda J,Vendedor 3,P423,Producto 423,5,153.18,765.9,114.88
2025-07-22,8,Tienda H,Vendedor 3,P277,Producto 277,4,81.27,325.08,48.76
2025-05-09,10,Tienda J,Vendedor 7,P356,Producto 356,5,55.78,278.9,13.95
2025-05-21,9,Tienda I,Vendedor 3,P482,Producto 482,5,125.96,629.8,0.0
2025-07-10,5,Tienda E,Vendedor 6,P405,Producto 405,2,137.84,275.68,41.35
2025-04-17,9,Tienda I,Vendedor 3,P470,Producto 470,4,97.72,390.88,19.54
2025-12-29,9,Tienda I,Vendedor 9,P089,Producto 89,1,137.14,137.14,20.57
2025-10-26,8,Tienda H,Vendedor 7,P358,Producto 358,5,46.51,232.55,34.88
2025-07-06,9,Tienda I,Vendedor 2,P395,Producto 395,3,55.52,166.56,16.66
2025-12-20,7,Tienda G,Vendedor 9,P334,Producto 334,3,148.27,444.81,66.72
2025-04-14,5,Tienda E,Vendedor 6,P020,Producto 20,1,143.24,143.24,7.16
2025-07-02,5,Tienda E,Vendedor 6,P087,Producto 87,2,182.73,365.46,0.0
2025-07-10,7,Tienda G,Vendedor 9,P112,Producto 112,2,114.72,229.44,0.0
2025-07-23,1,Tienda A,Vendedor 2,P008,Producto 8,3,166.92,500.76,75.11
2025-08-19,9,Tienda I,Vendedor 5,P180,Producto 180,3,22.71,68.13,3.41
2025-07-10,2,Tienda B,Vendedor 5,P439,Producto 439,4,158.37,633.48,63.35
2025-01-11,2,Tienda B,Vendedor 5,P396,Producto 396,4,189.42,757.68,37.88
2025-08-13,2,Tienda B,Vendedor 4,P221,Producto 221,1,155.29,155.29,7.76
2025-12-29,8,Tienda H,Vendedor 5,P161,Producto 161,4,24.86,99.44,4.97
2025-05-21,8,Tienda H,Vendedor 5,P002,Producto 2,5,51.0,255.0,25.5
2025-01-11,8,Tienda H,Vendedor 6,P432,Producto 432,1,147.49,147.49,0.0
2025-04-04,9,Tienda I,Vendedor 9,P253,Producto 253,3,42.55,127.65,19.15
2025-12-23,9,Tienda I,Vendedor 4,P459,Producto 459,3,85.03,255.09,12.75
2025-07-18,3,Tienda C,Vendedor 5,P099,Producto 99,3,58.18,174.54,8.73
2025-02-03,5,Tienda E,Vendedor 7,P040,Producto 40,3,68.88,206.64,0.0
2025-06-17,3,Tienda C,Vendedor 10,P393,Producto 393,4,142.99,571.96,85.79
2025-04-30,1,Tienda A,Vendedor 3,P479,Producto 479,5,50.55,252.75,25.28
2025-06-14,8,Tienda H,Vendedor 4,P107,Producto 107,3,94.45,283.35,42.5
2025-06-17,10,Tienda J,Vendedor 2,P126,Producto 126,1,137.27,137.27,0.0
2025-04-28,7,Tienda G,Vendedor 7,P270,Producto 270,2,56.91,113.82,11.38
2025-01-23,2,Tienda B,Vendedor 10,P086,Producto 86,2,145.93,291.86,29.19
2025-01-19,3,Tienda C,Vendedor 3,P185,Producto 185,2,120.18,240.36,36.05
2025-05-31,2,Tienda B,Vendedor 2,P214,Producto 214,1,190.73,190.73,28.61
2025-01-04,5,Tienda E,Vendedor 4,P491,Producto 491,5,144.22,721.1,108.17
2025-10-13,5,Tienda E,Vendedor 10,P431,Producto 431,2,96.49,192.98,19.3
2025-08-11,10,Tienda J,Vendedor 1,P190,Producto 190,5,52.11,260.55,13.03
2025-12-19,6,Tienda F,Vendedor 9,P040,Producto 40,4,68.88,275.52,41.33
2025-09-22,7,Tienda G,Vendedor 1,P309,Producto 309,5,125.01,625.05,62.5
2025-03-22,7,Tienda G,Vendedor 3,P118,Producto 118,2,72.18,144.36,21.65
2025-01-03,8,Tienda H,Vendedor 7,P346,Producto 346,3,107.08,321.24,16.06
2025-11-09,5,Tienda E,Vendedor 5,P358,Producto 358,3,46.51,139.53,20.93
2025-10-22,2,Tienda B,Vendedor 8,P175,Producto 175,5,106.4,532.0,26.6
2025-06-05,4,Tienda D,Vendedor 10,P099,Producto 99,1,58.18,58.18,0.0
2025-11-05,4,Tienda D,Vendedor 4,P428,Producto 428,4,81.21,324.84,0.0
2025-09-04,5,Tienda E,Vendedor 3,P281,Producto 281,1,25.98,25.98,3.9
2025-06-20,8,Tienda H,Vendedor 3,P399,Producto 399,2,143.84,287.68,0.0
2025-08-07,6,Tienda F,Vendedor 10,P240,Producto 240,2,153.77,307.54,46.13
2025-05-31,1,Tienda A,Vendedor 2,P138,Producto 138,3,144.38,433.14,21.66
2025-08-25,2,Tienda B,Vendedor 8,P421,Producto 421,3,62.77,188.31,0.0
2025-01-24,6,Tienda F,Vendedor 10,P080,Producto 80,1,87.46,87.46,8.75
2025-08-22,2,Tienda B,Vendedor 10,P461,Producto 461,1,169.97,169.97,17.0
2025-07-26,1,Tienda A,Vendedor 3,P227,Producto 227,3,153.99,461.97,0.0
2025-12-06,3,Tienda C,Vendedor 5,P234,Producto 234,3,170.98,512.94,0.0
2025-06-25,10,Tienda J,Vendedor 3,P196,Producto 196,3,156.95,470.85,0.0
2025-11-03,8,Tienda H,Vendedor 7,P462,Producto 462,1,59.5,59.5,8.92
2025-01-05,9,Tienda I,Vendedor 4,P240,Producto 240,1,153.77,153.77,0.0
2025-06-09,8,Tienda H,Vendedor 10,P133,Producto 133,4,140.22,560.88,28.04
2025-07-28,7,Tienda G,Vendedor 2,P349,Producto 349,5,97.2,486.0,24.3
2025-10-29,5,Tienda E,Vendedor 3,P207,Producto 207,3,108.69,326.07,48.91
2025-04-24,2,Tienda B,Vendedor 9,P065,Producto 65,1,150.76,150.76,22.61
2025-06-06,5,Tienda E,Vendedor 7,P116,Producto 116,4,98.32,393.28,0.0
2025-05-29,5,Tienda E,Vendedor 8,P421,Producto 421,5,62.77,313.85,15.69
2025-01-30,10,Tienda J,Vendedor 7,P368,Producto 368,4,76.24,304.96,15.25
2025-01-31,10,Tienda J,Vendedor 3,P021,Producto 21,2,45.11,90.22,0.0
2025-08-16,8,Tienda H,Vendedor 2,P080,Producto 80,1,87.46,87.46,8.75
2025-04-08,9,Tienda I,Vendedor 1,P072,Producto 72,2,105.75,211.5,31.72
2025-01-31,3,Tienda C,Vendedor 2,P389,Producto 389,1,141.03,141.03,21.15
2025-12-08,6,Tienda F,Vendedor 9,P492,Producto 492,3,144.94,434.82,43.48
2025-04-23,3,Tienda C,Vendedor 9,P021,Producto 21,1,45.11,45.11,6.77
2025-03-17,9,Tienda I,Vendedor 2,P257,Producto 257,3,151.48,454.44,45.44
2025-06-10,2,Tienda B,Vendedor 4,P222,Producto 222,5,132.81,664.05,99.61
2025-01-04,5,Tienda E,Vendedor 3,P197,Producto 197,2,185.5,371.0,0.0
2025-05-27,1,Tienda A,Vendedor 10,P154,Producto 154,4,170.21,680.84,0.0
2025-07-09,1,Tienda A,Vendedor 2,P381,Producto 381,3,140.69,422.07,0.0
2025-01-08,4,Tienda D,Vendedor 5,P223,Producto 223,5,52.16,260.8,39.12
2025-09-02,4,Tienda D,Vendedor 10,P400,Producto 400,5,71.9,359.5,0.0
2025-01-01,7,Tienda G,Vendedor 7,P192,Producto 192,3,59.82,179.46,26.92
2025-05-09,1,Tienda A,Vendedor 1,P446,Producto 446,4,72.33,289.32,43.4
2025-09-04,1,Tienda A,Vendedor 2,P122,Producto 122,1,180.36,180.36,9.02
2025-11-02,4,Tienda D,Vendedor 7,P166,Producto 166,3,189.9,569.7,56.97
2025-04-18,3,Tienda C,Vendedor 9,P141,Producto 141,1,105.54,105.54,10.55
2025-10-28,2,Tienda B,Vendedor 4,P356,Producto 356,4,55.78,223.12,33.47
2025-12-22,2,Tienda B,Vendedor 1,P242,Producto 242,5,31.96,159.8,7.99
2025-04-08,7,Tienda G,Vendedor 2,P158,Producto 158,3,184.23,552.69,82.9
2025-09-18,2,Tienda B,Vendedor 8,P265,Producto 265,1,173.63,173.63,8.68
2025-04-01,9,Tienda I,Vendedor 8,P395,Producto 395,1,55.52,55.52,0.0
2025-09-21,8,Tienda H,Vendedor 9,P014,Producto 14,3,67.73,203.19,0.0
2025-07-02,5,Tienda E,Vendedor 1,P146,Producto 146,1,75.49,75.49,3.77
2025-11-04,9,Tienda I,Vendedor 9,P198,Producto 198,3,187.35,562.05,0.0
2025-10-28,10,Tienda J,Vendedor 6,P217,Producto 217,5,110.99,554.95,27.75
2025-06-12,5,Tienda E,Vendedor 6,P181,Producto 181,4,112.07,448.28,0.0
2025-02-21,6,Tienda F,Vendedor 8,P422,Producto 422,2,186.4,372.8,18.64
2025-07-12,8,Tienda H,Vendedor 10,P077,Producto 77,2,54.58,109.16,5.46
2025-07-03,9,Tienda I,Vendedor 6,P384,Producto 384,4,128.44,513.76,77.06
2025-08-14,10,Tienda J,Vendedor 7,P121,Producto 121,2,75.6,151.2,15.12
2025-11-24,10,Tienda J,Vendedor 10,P256,Producto 256,4,56.97,227.88,34.18
2025-12-20,2,Tienda B,Vendedor 3,P275,Producto 275,4,144.78,579.12,86.87
2025-11-16,9,Tienda I,Vendedor 9,P266,Producto 266,3,99.25,297.75,14.89
2025-10-28,8,Tienda H,Vendedor 6,P144,Producto 144,2,123.66,247.32,12.37
2025-01-13,5,Tienda E,Vendedor 8,P184,Producto 184,5,183.51,917.55,137.63
2025-05-06,8,Tienda H,Vendedor 7,P285,Producto 285,2,72.22,144.44,7.22
2025-08-23,4,Tienda D,Vendedor 10,P254,Producto 254,1,193.21,193.21,28.98
2025-11-22,9,Tienda I,Vendedor 8,P050,Producto 50,3,182.04,546.12,54.61
2025-06-25,1,Tienda A,Vendedor 3,P315,Producto 315,3,139.91,419.73,0.0
2025-05-29,6,Tienda F,Vendedor 3,P188,Producto 188,5,164.96,824.8,41.24
2025-07-03,7,Tienda G,Vendedor 8,P067,Producto 67,1,83.63,83.63,4.18
2025-03-06,3,Tienda C,Vendedor 5,P425,Producto 425,3,173.46,520.38,26.02
2025-09-30,9,Tienda I,Vendedor 2,P301,Producto 301,5,192.2,961.0,96.1
2025-04-23,10,Tienda J,Vendedor 1,P339,Producto 339,1,53.13,53.13,7.97
2025-11-21,7,Tienda G,Vendedor 2,P431,Producto 431,5,96.49,482.45,72.37
2025-11-14,6,Tienda F,Vendedor 6,P390,Producto 390,4,94.14,376.56,56.48
2025-02-03,3,Tienda C,Vendedor 3,P271,Producto 271,1,163.88,163.88,16.39
2025-12-06,9,Tienda I,Vendedor 3,P420,Producto 420,1,189.98,189.98,0.0
2025-12-09,3,Tienda C,Vendedor 3,P237,Producto 237,5,119.4,597.0,29.85
2025-01-16,8,Tienda H,Vendedor 3,P238,Producto 238,5,46.23,231.15,0.0
2025-03-06,8,Tienda H,Vendedor 3,P424,Producto 424,3,100.75,302.25,45.34
2025-08-07,2,Tienda B,Vendedor 3,P360,Producto 360,3,60.79,182.37,18.24
2025-10-27,5,Tienda E,Vendedor 3,P296,Producto 296,1,102.76,102.76,5.14
2025-03-08,3,Tienda C,Vendedor 8,P160,Producto 160,2,78.15,156.3,0.0
2025-08-12,4,Tienda D,Vendedor 5,P353,Producto 353,3,106.8,320.4,0.0
2025-09-09,4,Tienda D,Vendedor 4,P368,Producto 368,1,76.24,76.24,3.81
2025-12-15,6,Tienda F,Vendedor 9,P463,Producto 463,4,48.01,192.04,28.81
2025-10-22,9,Tienda I,Vendedor 9,P170,Producto 170,4,189.21,756.84,37.84
2025-06-18,10,Tienda J,Vendedor 9,P262,Producto 262,5,77.3,386.5,38.65
2025-11-27,2,Tienda B,Vendedor 3,P320,Producto 320,4,159.47,637.88,63.79
2025-01-24,6,Tienda F,Vendedor 8,P220,Producto 220,2,135.86,271.72,27.17
2025-06-19,2,Tienda B,Vendedor 5,P202,Producto 202,3,90.58,271.74,40.76
